"UID","participant","input_model","fitted_model","nLL","lambda","beta","tau","recency","surprise_plus","full_r","full_s","asymmetry","id","age_bin","education"
"100",70,"NoMemory","full",51.2737386100609,0.381970535001865,-7.34255247005897,-3.44677365169598,NA,NA,330.90080651807,-76.1765956593348,0.82201866719702,70,"38-47","Graduate degree (MA/MSc/MPhil/other)"
"100",70,"NoMemory","full",30.4547234633169,0.372081705931147,-3.15202291647785,-3.59613407534867,NA,NA,849.470103655215,-417.458344964568,0.82201866719702,70,"38-47","Graduate degree (MA/MSc/MPhil/other)"
"100",70,"Memory","full",96.652193198618,-0.300773173483368,-0.959417554655031,-3.50670786143288,NA,NA,48.9755951514439,-979.985193349421,-9.94565306550647,70,"38-47","Graduate degree (MA/MSc/MPhil/other)"
"100",70,"Memory","full",69.4352277951023,0.791441812530327,-3.11646521141809,-2.82384553727259,NA,NA,60.1679848926993,4.57570902475153,-9.94565306550647,70,"38-47","Graduate degree (MA/MSc/MPhil/other)"
"100",70,"Memory","recency",94.3852039060972,-0.0638231958402105,-1.04577548726221,-3.51975526113945,-885.620402444119,NA,NA,NA,NA,70,"38-47","Graduate degree (MA/MSc/MPhil/other)"
"100",70,"Memory","recency",67.9791411947856,0.69709810012809,-2.47908313460149,-2.82540168425772,67.0424014739449,NA,NA,NA,NA,70,"38-47","Graduate degree (MA/MSc/MPhil/other)"
"100",70,"Memory","recency",85.8251773249789,0.674876258394863,-2.66833903971651,-2.80272941676247,71.6109825034459,NA,NA,NA,NA,70,"38-47","Graduate degree (MA/MSc/MPhil/other)"
"100",70,"Memory","recency",73.4515504804664,0.614417611415807,-2.29586745124198,-2.8833402536579,74.4277485607748,NA,NA,NA,NA,70,"38-47","Graduate degree (MA/MSc/MPhil/other)"
"100",70,"Memory","recency",98.3846653293485,-0.268542178036997,-1.06040141946148,-3.49166826992861,-587.937172356604,NA,NA,NA,NA,70,"38-47","Graduate degree (MA/MSc/MPhil/other)"
"100",70,"Memory","recency",78.5109528154951,0.57738151367319,-2.46211227906601,-2.80388481652881,73.1360078801483,NA,NA,NA,NA,70,"38-47","Graduate degree (MA/MSc/MPhil/other)"
