"UID","scenario","env","x","y","est","conf"
99,"Baseline Condition",3,1,7,48,6
99,"Baseline Condition",3,7,0,38,6
99,"Baseline Condition",3,10,7,80,1
99,"Baseline Condition",3,3,8,49,4
99,"Baseline Condition",3,10,4,81,1
99,"Baseline Condition",3,2,8,50,4
99,"Baseline Condition",3,5,7,18,4
99,"Baseline Condition",3,7,1,40,6
99,"Baseline Condition",3,8,9,78,1
100,"Memory Condition",9,4,4,54,2
100,"Memory Condition",9,7,5,26,2
100,"Memory Condition",9,8,8,52,2
100,"Memory Condition",9,6,5,31,3
100,"Memory Condition",9,1,2,25,3
100,"Memory Condition",9,0,1,35,3
100,"Memory Condition",9,8,4,30,6
100,"Memory Condition",9,7,7,58,3
100,"Memory Condition",9,9,10,18,3
100,"Memory Condition",9,10,1,65,6
102,"Memory Condition",15,10,5,27,3
102,"Memory Condition",15,5,0,26,4
102,"Memory Condition",15,3,10,57,6
102,"Memory Condition",15,7,3,31,4
102,"Memory Condition",15,5,6,49,5
102,"Memory Condition",15,4,1,30,6
102,"Memory Condition",15,7,8,32,6
102,"Memory Condition",15,4,4,42,6
102,"Memory Condition",15,6,0,23,6
102,"Memory Condition",15,4,0,29,4
104,"Memory Condition",19,2,9,44,7
104,"Memory Condition",19,6,7,26,8
104,"Memory Condition",19,2,10,50,3
104,"Memory Condition",19,0,2,21,6
104,"Memory Condition",19,3,3,61,7
104,"Memory Condition",19,1,1,61,7
104,"Memory Condition",19,8,4,31,8
104,"Memory Condition",19,8,6,21,7
104,"Memory Condition",19,5,0,28,8
104,"Memory Condition",19,9,6,33,7
107,"Baseline Condition",19,7,8,43,8
107,"Baseline Condition",19,7,9,38,5
107,"Baseline Condition",19,2,9,26,2
107,"Baseline Condition",19,4,3,47,9
107,"Baseline Condition",19,0,5,21,3
107,"Baseline Condition",19,3,8,29,3
107,"Baseline Condition",19,9,4,53,8
107,"Baseline Condition",19,4,9,30,3
107,"Baseline Condition",19,7,5,56,6
107,"Baseline Condition",19,2,4,31,5
110,"Memory Condition",3,4,10,85,1
110,"Memory Condition",3,5,3,32,3
110,"Memory Condition",3,10,8,56,3
110,"Memory Condition",3,3,9,34,4
110,"Memory Condition",3,2,5,27,3
110,"Memory Condition",3,1,10,35,7
110,"Memory Condition",3,3,6,59,5
110,"Memory Condition",3,2,8,34,4
110,"Memory Condition",3,4,1,33,4
110,"Memory Condition",3,6,3,85,10
111,"Baseline Condition",17,2,1,15,7
111,"Baseline Condition",17,8,5,30,3
111,"Baseline Condition",17,8,10,48,2
111,"Baseline Condition",17,9,3,28,3
111,"Baseline Condition",17,8,0,24,2
111,"Baseline Condition",17,7,7,34,4
111,"Baseline Condition",17,7,3,37,4
111,"Baseline Condition",17,6,2,35,4
111,"Baseline Condition",17,5,7,41,6
111,"Baseline Condition",17,9,7,32,3
112,"Memory Condition",5,3,3,46,4
112,"Memory Condition",5,3,10,60,6
112,"Memory Condition",5,2,10,55,6
112,"Memory Condition",5,5,3,32,6
112,"Memory Condition",5,7,9,31,4
112,"Memory Condition",5,3,4,31,4
112,"Memory Condition",5,5,5,22,7
112,"Memory Condition",5,2,3,34,2
112,"Memory Condition",5,0,8,65,6
112,"Memory Condition",5,0,10,60,5
113,"Baseline Condition",1,7,3,25,1
113,"Baseline Condition",1,6,4,12,8
113,"Baseline Condition",1,8,9,26,6
113,"Baseline Condition",1,3,3,33,4
113,"Baseline Condition",1,4,1,32,6
113,"Baseline Condition",1,8,4,21,6
113,"Baseline Condition",1,4,4,16,8
113,"Baseline Condition",1,8,0,37,4
113,"Baseline Condition",1,5,6,18,6
113,"Baseline Condition",1,5,2,31,6
114,"Memory Condition",4,4,10,35,2
114,"Memory Condition",4,0,1,30,3
114,"Memory Condition",4,5,6,39,3
114,"Memory Condition",4,8,7,26,1
114,"Memory Condition",4,10,10,16,1
114,"Memory Condition",4,5,8,38,1
114,"Memory Condition",4,0,3,43,2
114,"Memory Condition",4,6,8,43,2
114,"Memory Condition",4,3,8,53,2
114,"Memory Condition",4,9,2,59,1
115,"Baseline Condition",5,7,10,25,7
115,"Baseline Condition",5,5,9,20,7
115,"Baseline Condition",5,0,1,29,8
115,"Baseline Condition",5,7,7,28,8
115,"Baseline Condition",5,9,0,54,8
115,"Baseline Condition",5,3,10,35,5
115,"Baseline Condition",5,2,2,32,7
115,"Baseline Condition",5,8,2,58,8
115,"Baseline Condition",5,6,6,45,8
115,"Baseline Condition",5,6,9,21,7
116,"Memory Condition",16,9,10,21,7
116,"Memory Condition",16,5,6,35,7
116,"Memory Condition",16,2,0,60,8
116,"Memory Condition",16,9,0,25,6
116,"Memory Condition",16,10,7,18,7
116,"Memory Condition",16,7,0,31,7
116,"Memory Condition",16,10,9,21,8
116,"Memory Condition",16,10,8,22,7
116,"Memory Condition",16,0,0,53,7
116,"Memory Condition",16,7,7,38,7
119,"Baseline Condition",19,6,2,32,3
119,"Baseline Condition",19,3,8,42,2
119,"Baseline Condition",19,6,0,24,6
119,"Baseline Condition",19,7,1,28,5
119,"Baseline Condition",19,9,6,51,6
119,"Baseline Condition",19,1,6,29,2
119,"Baseline Condition",19,9,7,47,4
119,"Baseline Condition",19,5,7,35,1
119,"Baseline Condition",19,7,3,35,3
119,"Baseline Condition",19,3,5,32,2
121,"Baseline Condition",8,0,5,40,1
121,"Baseline Condition",8,8,4,28,0
121,"Baseline Condition",8,0,6,50,2
121,"Baseline Condition",8,4,10,14,0
121,"Baseline Condition",8,8,8,8,1
121,"Baseline Condition",8,5,9,7,2
121,"Baseline Condition",8,1,5,41,1
121,"Baseline Condition",8,9,2,25,0
121,"Baseline Condition",8,1,6,39,0
121,"Baseline Condition",8,2,10,40,0
122,"Memory Condition",15,6,10,57,1
122,"Memory Condition",15,4,4,31,3
122,"Memory Condition",15,7,4,26,1
122,"Memory Condition",15,0,9,60,1
122,"Memory Condition",15,7,9,62,0
122,"Memory Condition",15,6,8,31,1
122,"Memory Condition",15,2,2,24,0
122,"Memory Condition",15,9,5,59,1
122,"Memory Condition",15,8,9,55,0
122,"Memory Condition",15,10,5,16,0
123,"Baseline Condition",9,1,7,41,9
123,"Baseline Condition",9,7,7,32,6
123,"Baseline Condition",9,3,2,31,6
123,"Baseline Condition",9,3,5,24,6
123,"Baseline Condition",9,10,5,54,6
123,"Baseline Condition",9,9,10,48,6
123,"Baseline Condition",9,10,7,39,6
123,"Baseline Condition",9,9,0,57,6
123,"Baseline Condition",9,10,10,42,6
123,"Baseline Condition",9,6,1,39,7
124,"Memory Condition",17,7,7,36,2
124,"Memory Condition",17,3,4,54,0
124,"Memory Condition",17,2,7,34,2
124,"Memory Condition",17,8,0,70,1
124,"Memory Condition",17,2,3,43,3
124,"Memory Condition",17,5,4,61,1
124,"Memory Condition",17,5,9,26,0
124,"Memory Condition",17,6,10,28,1
124,"Memory Condition",17,7,0,13,2
124,"Memory Condition",17,6,0,61,1
125,"Baseline Condition",15,8,8,46,10
125,"Baseline Condition",15,6,10,49,10
125,"Baseline Condition",15,4,6,52,10
125,"Baseline Condition",15,10,1,63,10
125,"Baseline Condition",15,9,10,70,10
125,"Baseline Condition",15,10,8,38,7
125,"Baseline Condition",15,8,1,58,7
125,"Baseline Condition",15,6,0,50,9
125,"Baseline Condition",15,5,1,27,8
125,"Baseline Condition",15,0,6,85,10
127,"Baseline Condition",19,8,7,43,4
127,"Baseline Condition",19,2,10,39,3
127,"Baseline Condition",19,0,7,22,3
127,"Baseline Condition",19,8,6,35,4
127,"Baseline Condition",19,7,0,13,7
127,"Baseline Condition",19,4,10,52,4
127,"Baseline Condition",19,7,7,24,3
127,"Baseline Condition",19,9,7,41,4
127,"Baseline Condition",19,9,1,10,7
127,"Baseline Condition",19,1,2,34,3
129,"Baseline Condition",17,7,1,20,8
129,"Baseline Condition",17,0,8,40,9
129,"Baseline Condition",17,1,0,20,6
129,"Baseline Condition",17,6,3,37,8
129,"Baseline Condition",17,0,3,12,7
129,"Baseline Condition",17,4,9,52,9
129,"Baseline Condition",17,3,6,65,10
129,"Baseline Condition",17,3,1,26,6
129,"Baseline Condition",17,5,4,29,8
129,"Baseline Condition",17,5,1,22,4
130,"Memory Condition",13,8,0,77,4
130,"Memory Condition",13,2,3,63,7
130,"Memory Condition",13,1,9,51,6
130,"Memory Condition",13,7,4,56,7
130,"Memory Condition",13,5,6,62,7
130,"Memory Condition",13,1,1,59,6
130,"Memory Condition",13,1,0,55,6
130,"Memory Condition",13,2,0,60,7
130,"Memory Condition",13,1,10,53,6
130,"Memory Condition",13,4,5,74,7
131,"Baseline Condition",10,3,10,37,4
131,"Baseline Condition",10,6,0,57,7
131,"Baseline Condition",10,7,2,50,6
131,"Baseline Condition",10,3,5,62,7
131,"Baseline Condition",10,5,1,66,6
131,"Baseline Condition",10,10,6,33,6
131,"Baseline Condition",10,3,4,63,6
131,"Baseline Condition",10,2,9,47,6
131,"Baseline Condition",10,2,7,51,6
131,"Baseline Condition",10,7,1,50,6
133,"Baseline Condition",1,2,1,40,4
133,"Baseline Condition",1,5,5,26,6
133,"Baseline Condition",1,8,10,36,6
133,"Baseline Condition",1,9,8,39,6
133,"Baseline Condition",1,1,1,21,6
133,"Baseline Condition",1,2,2,34,6
133,"Baseline Condition",1,7,5,53,6
133,"Baseline Condition",1,6,6,51,6
133,"Baseline Condition",1,3,0,29,6
133,"Baseline Condition",1,9,6,17,6
134,"Memory Condition",16,6,5,50,7
134,"Memory Condition",16,0,10,58,4
134,"Memory Condition",16,1,8,48,6
134,"Memory Condition",16,9,0,46,6
134,"Memory Condition",16,0,8,34,7
134,"Memory Condition",16,2,8,54,4
134,"Memory Condition",16,5,4,40,6
134,"Memory Condition",16,2,4,48,6
134,"Memory Condition",16,1,6,33,3
134,"Memory Condition",16,8,7,39,6
136,"Memory Condition",6,4,1,62,7
136,"Memory Condition",6,6,5,30,6
136,"Memory Condition",6,8,2,77,5
136,"Memory Condition",6,8,4,64,7
136,"Memory Condition",6,2,7,25,4
136,"Memory Condition",6,1,2,55,6
136,"Memory Condition",6,8,6,8,6
136,"Memory Condition",6,10,4,80,6
136,"Memory Condition",6,3,3,51,5
136,"Memory Condition",6,0,9,45,5
137,"Baseline Condition",17,3,7,30,6
137,"Baseline Condition",17,3,4,22,2
137,"Baseline Condition",17,10,5,45,6
137,"Baseline Condition",17,6,10,20,6
137,"Baseline Condition",17,3,0,26,4
137,"Baseline Condition",17,8,5,35,4
137,"Baseline Condition",17,9,0,45,6
137,"Baseline Condition",17,0,2,25,4
137,"Baseline Condition",17,8,6,36,6
137,"Baseline Condition",17,9,5,40,6
138,"Memory Condition",15,4,2,34,3
138,"Memory Condition",15,5,5,53,3
138,"Memory Condition",15,7,9,32,2
138,"Memory Condition",15,1,4,35,3
138,"Memory Condition",15,4,0,20,2
138,"Memory Condition",15,8,3,50,2
138,"Memory Condition",15,0,5,67,2
138,"Memory Condition",15,8,2,38,2
138,"Memory Condition",15,6,6,37,3
138,"Memory Condition",15,0,6,38,3
139,"Baseline Condition",11,10,3,33,3
139,"Baseline Condition",11,3,10,22,4
139,"Baseline Condition",11,9,0,42,4
139,"Baseline Condition",11,4,10,33,4
139,"Baseline Condition",11,1,0,12,6
139,"Baseline Condition",11,2,2,10,7
139,"Baseline Condition",11,7,10,30,5
139,"Baseline Condition",11,5,10,43,4
139,"Baseline Condition",11,9,9,29,4
139,"Baseline Condition",11,10,1,36,4
140,"Memory Condition",3,4,1,41,0
140,"Memory Condition",3,10,9,28,0
140,"Memory Condition",3,5,7,27,1
140,"Memory Condition",3,9,6,74,1
140,"Memory Condition",3,1,7,26,2
140,"Memory Condition",3,8,6,45,2
140,"Memory Condition",3,2,1,23,3
140,"Memory Condition",3,4,6,21,3
140,"Memory Condition",3,10,7,71,0
140,"Memory Condition",3,7,2,76,0
141,"Baseline Condition",15,1,3,59,10
141,"Baseline Condition",15,9,0,5,0
141,"Baseline Condition",15,0,2,50,4
141,"Baseline Condition",15,5,8,60,6
141,"Baseline Condition",15,10,1,17,4
141,"Baseline Condition",15,0,3,31,4
141,"Baseline Condition",15,3,3,52,4
141,"Baseline Condition",15,3,10,46,6
141,"Baseline Condition",15,7,8,46,4
141,"Baseline Condition",15,6,2,46,4
142,"Memory Condition",19,10,7,38,3
142,"Memory Condition",19,5,8,38,4
142,"Memory Condition",19,4,2,18,6
142,"Memory Condition",19,3,3,28,4
142,"Memory Condition",19,3,7,49,6
142,"Memory Condition",19,3,4,23,4
142,"Memory Condition",19,10,6,47,4
142,"Memory Condition",19,5,4,58,6
142,"Memory Condition",19,8,6,32,4
142,"Memory Condition",19,9,4,49,6
143,"Baseline Condition",1,2,2,34,4
143,"Baseline Condition",1,9,9,26,3
143,"Baseline Condition",1,6,4,21,4
143,"Baseline Condition",1,7,8,20,7
143,"Baseline Condition",1,8,10,32,4
143,"Baseline Condition",1,6,10,24,4
143,"Baseline Condition",1,9,5,53,2
143,"Baseline Condition",1,3,7,73,6
143,"Baseline Condition",1,4,10,55,4
143,"Baseline Condition",1,8,2,21,7
144,"Memory Condition",4,0,3,55,2
144,"Memory Condition",4,6,4,41,2
144,"Memory Condition",4,3,9,59,3
144,"Memory Condition",4,9,5,19,2
144,"Memory Condition",4,0,1,49,2
144,"Memory Condition",4,6,6,50,2
144,"Memory Condition",4,8,0,16,1
144,"Memory Condition",4,10,2,30,3
144,"Memory Condition",4,6,1,55,1
144,"Memory Condition",4,7,9,33,1
145,"Baseline Condition",7,6,2,39,6
145,"Baseline Condition",7,9,9,20,6
145,"Baseline Condition",7,2,6,48,6
145,"Baseline Condition",7,7,8,18,6
145,"Baseline Condition",7,1,4,58,6
145,"Baseline Condition",7,3,7,37,6
145,"Baseline Condition",7,4,8,18,6
145,"Baseline Condition",7,8,2,48,6
145,"Baseline Condition",7,9,2,46,6
145,"Baseline Condition",7,10,7,50,6
147,"Baseline Condition",13,4,2,44,7
147,"Baseline Condition",13,7,1,37,5
147,"Baseline Condition",13,5,1,33,3
147,"Baseline Condition",13,3,1,39,5
147,"Baseline Condition",13,8,10,21,0
147,"Baseline Condition",13,2,7,36,6
147,"Baseline Condition",13,7,9,36,0
147,"Baseline Condition",13,10,10,46,0
147,"Baseline Condition",13,3,4,36,0
147,"Baseline Condition",13,1,7,38,2
148,"Memory Condition",6,4,3,21,3
148,"Memory Condition",6,0,6,49,7
148,"Memory Condition",6,9,8,16,2
148,"Memory Condition",6,6,1,28,4
148,"Memory Condition",6,6,7,38,4
148,"Memory Condition",6,3,5,14,3
148,"Memory Condition",6,5,8,20,2
148,"Memory Condition",6,6,8,21,2
148,"Memory Condition",6,10,5,9,2
148,"Memory Condition",6,2,5,36,4
149,"Baseline Condition",16,2,4,52,9
149,"Baseline Condition",16,7,6,56,7
149,"Baseline Condition",16,10,9,40,7
149,"Baseline Condition",16,2,7,51,10
149,"Baseline Condition",16,3,2,60,10
149,"Baseline Condition",16,8,7,59,7
149,"Baseline Condition",16,6,4,33,8
149,"Baseline Condition",16,5,5,34,7
149,"Baseline Condition",16,8,0,34,8
149,"Baseline Condition",16,7,10,30,7
151,"Baseline Condition",15,10,1,82,10
151,"Baseline Condition",15,2,1,53,9
151,"Baseline Condition",15,4,5,55,10
151,"Baseline Condition",15,10,3,33,9
151,"Baseline Condition",15,5,4,50,9
151,"Baseline Condition",15,6,0,24,10
151,"Baseline Condition",15,4,9,53,10
151,"Baseline Condition",15,0,9,48,9
151,"Baseline Condition",15,8,6,59,10
151,"Baseline Condition",15,4,0,37,8
152,"Memory Condition",8,2,9,30,3
152,"Memory Condition",8,10,9,69,3
152,"Memory Condition",8,9,8,52,4
152,"Memory Condition",8,5,10,29,3
152,"Memory Condition",8,8,6,47,4
152,"Memory Condition",8,2,10,32,4
152,"Memory Condition",8,0,5,28,2
152,"Memory Condition",8,10,8,57,4
152,"Memory Condition",8,8,0,30,3
152,"Memory Condition",8,4,3,60,3
153,"Baseline Condition",14,4,4,32,4
153,"Baseline Condition",14,10,8,52,6
153,"Baseline Condition",14,8,10,36,6
153,"Baseline Condition",14,6,5,25,7
153,"Baseline Condition",14,1,7,30,6
153,"Baseline Condition",14,4,6,35,6
153,"Baseline Condition",14,8,4,41,7
153,"Baseline Condition",14,3,3,52,6
153,"Baseline Condition",14,5,1,46,6
153,"Baseline Condition",14,7,9,39,4
154,"Memory Condition",0,8,2,62,7
154,"Memory Condition",0,9,5,64,8
154,"Memory Condition",0,10,0,69,8
154,"Memory Condition",0,5,2,16,7
154,"Memory Condition",0,4,3,26,8
154,"Memory Condition",0,10,3,58,8
154,"Memory Condition",0,10,7,33,6
154,"Memory Condition",0,0,3,49,7
154,"Memory Condition",0,2,7,50,6
154,"Memory Condition",0,8,10,32,7
155,"Baseline Condition",0,7,1,22,7
155,"Baseline Condition",0,1,10,48,9
155,"Baseline Condition",0,0,5,23,7
155,"Baseline Condition",0,4,10,51,9
155,"Baseline Condition",0,1,5,29,9
155,"Baseline Condition",0,8,5,27,8
155,"Baseline Condition",0,6,0,19,8
155,"Baseline Condition",0,10,10,43,9
155,"Baseline Condition",0,8,0,13,8
155,"Baseline Condition",0,4,5,25,8
156,"Memory Condition",16,6,8,26,0
156,"Memory Condition",16,7,0,41,0
156,"Memory Condition",16,10,7,22,0
156,"Memory Condition",16,6,4,22,0
156,"Memory Condition",16,5,2,33,0
156,"Memory Condition",16,4,6,59,0
156,"Memory Condition",16,7,3,33,0
156,"Memory Condition",16,4,8,45,0
156,"Memory Condition",16,8,9,26,0
156,"Memory Condition",16,9,3,14,0
157,"Baseline Condition",5,8,3,66,7
157,"Baseline Condition",5,3,10,28,8
157,"Baseline Condition",5,4,7,64,9
157,"Baseline Condition",5,10,5,54,8
157,"Baseline Condition",5,10,10,24,2
157,"Baseline Condition",5,9,6,65,3
157,"Baseline Condition",5,7,9,79,8
157,"Baseline Condition",5,2,1,67,8
157,"Baseline Condition",5,1,1,68,8
157,"Baseline Condition",5,5,4,66,8
158,"Memory Condition",17,1,2,24,4
158,"Memory Condition",17,10,10,15,5
158,"Memory Condition",17,8,10,22,4
158,"Memory Condition",17,10,5,27,4
158,"Memory Condition",17,5,7,47,6
158,"Memory Condition",17,8,6,31,4
158,"Memory Condition",17,10,2,36,4
158,"Memory Condition",17,2,3,44,4
158,"Memory Condition",17,6,5,37,4
158,"Memory Condition",17,6,0,26,4
160,"Memory Condition",15,4,4,20,10
160,"Memory Condition",15,1,6,30,7
160,"Memory Condition",15,2,8,27,8
160,"Memory Condition",15,9,5,44,8
160,"Memory Condition",15,6,8,58,7
160,"Memory Condition",15,2,3,12,10
160,"Memory Condition",15,9,6,46,10
160,"Memory Condition",15,3,10,31,10
160,"Memory Condition",15,5,1,17,10
160,"Memory Condition",15,1,4,16,10
161,"Baseline Condition",18,6,10,51,1
161,"Baseline Condition",18,5,3,35,2
161,"Baseline Condition",18,7,3,45,0
161,"Baseline Condition",18,0,9,32,1
161,"Baseline Condition",18,0,0,35,0
161,"Baseline Condition",18,2,3,36,1
161,"Baseline Condition",18,7,2,55,1
161,"Baseline Condition",18,7,9,58,1
161,"Baseline Condition",18,10,6,77,4
161,"Baseline Condition",18,8,8,75,2
163,"Baseline Condition",0,8,9,69,8
163,"Baseline Condition",0,5,6,39,4
163,"Baseline Condition",0,8,0,31,6
163,"Baseline Condition",0,4,5,38,8
163,"Baseline Condition",0,4,0,32,4
163,"Baseline Condition",0,2,4,58,8
163,"Baseline Condition",0,1,3,43,6
163,"Baseline Condition",0,5,5,31,4
163,"Baseline Condition",0,4,2,33,8
163,"Baseline Condition",0,8,3,21,7
164,"Memory Condition",8,2,1,18,2
164,"Memory Condition",8,8,9,32,1
164,"Memory Condition",8,5,10,60,3
164,"Memory Condition",8,9,6,57,5
164,"Memory Condition",8,0,5,33,1
164,"Memory Condition",8,4,10,60,7
164,"Memory Condition",8,4,6,24,1
164,"Memory Condition",8,4,4,58,7
164,"Memory Condition",8,4,7,63,6
164,"Memory Condition",8,9,9,10,1
165,"Baseline Condition",9,3,3,31,3
165,"Baseline Condition",9,5,3,44,7
165,"Baseline Condition",9,1,6,26,0
165,"Baseline Condition",9,0,0,56,1
165,"Baseline Condition",9,7,8,51,7
165,"Baseline Condition",9,9,8,52,9
165,"Baseline Condition",9,8,8,49,8
165,"Baseline Condition",9,4,10,56,8
165,"Baseline Condition",9,8,1,34,1
165,"Baseline Condition",9,9,1,29,8
166,"Memory Condition",14,9,8,61,2
166,"Memory Condition",14,10,6,36,3
166,"Memory Condition",14,4,1,25,2
166,"Memory Condition",14,7,9,55,3
166,"Memory Condition",14,5,6,42,2
166,"Memory Condition",14,0,1,62,1
166,"Memory Condition",14,5,1,24,1
166,"Memory Condition",14,10,9,50,3
166,"Memory Condition",14,1,6,31,2
166,"Memory Condition",14,0,4,27,2
168,"Memory Condition",17,9,4,55,4
168,"Memory Condition",17,2,2,24,2
168,"Memory Condition",17,1,10,37,3
168,"Memory Condition",17,6,6,36,4
168,"Memory Condition",17,3,2,37,4
168,"Memory Condition",17,6,2,26,2
168,"Memory Condition",17,3,0,25,3
168,"Memory Condition",17,8,2,17,2
168,"Memory Condition",17,5,1,29,4
168,"Memory Condition",17,7,9,39,4
169,"Baseline Condition",9,7,2,21,1
169,"Baseline Condition",9,5,9,42,4
169,"Baseline Condition",9,7,6,37,3
169,"Baseline Condition",9,3,4,22,2
169,"Baseline Condition",9,1,6,64,2
169,"Baseline Condition",9,0,6,18,2
169,"Baseline Condition",9,9,0,79,2
169,"Baseline Condition",9,7,8,51,2
169,"Baseline Condition",9,5,0,18,2
169,"Baseline Condition",9,1,4,32,4
170,"Memory Condition",18,3,1,11,2
170,"Memory Condition",18,2,5,29,3
170,"Memory Condition",18,1,1,7,2
170,"Memory Condition",18,3,2,17,3
170,"Memory Condition",18,0,1,9,5
170,"Memory Condition",18,2,3,29,4
170,"Memory Condition",18,8,1,50,4
170,"Memory Condition",18,8,10,53,4
170,"Memory Condition",18,2,0,12,6
170,"Memory Condition",18,10,4,58,4
171,"Baseline Condition",10,9,9,36,1
171,"Baseline Condition",10,0,5,46,0
171,"Baseline Condition",10,10,1,20,0
171,"Baseline Condition",10,10,5,35,0
171,"Baseline Condition",10,9,4,38,0
171,"Baseline Condition",10,6,0,35,5
171,"Baseline Condition",10,0,2,54,4
171,"Baseline Condition",10,0,9,16,0
171,"Baseline Condition",10,2,5,66,4
171,"Baseline Condition",10,3,9,63,0
172,"Memory Condition",2,0,8,38,0
172,"Memory Condition",2,5,9,49,1
172,"Memory Condition",2,1,5,16,10
172,"Memory Condition",2,4,0,21,1
172,"Memory Condition",2,3,0,50,8
172,"Memory Condition",2,7,1,31,3
172,"Memory Condition",2,1,9,57,10
172,"Memory Condition",2,10,6,79,10
172,"Memory Condition",2,5,0,11,3
172,"Memory Condition",2,8,1,40,7
173,"Baseline Condition",7,4,9,8,4
173,"Baseline Condition",7,8,2,10,3
173,"Baseline Condition",7,5,3,19,4
173,"Baseline Condition",7,6,7,38,4
173,"Baseline Condition",7,6,4,27,2
173,"Baseline Condition",7,9,0,50,4
173,"Baseline Condition",7,6,2,22,4
173,"Baseline Condition",7,7,2,28,2
173,"Baseline Condition",7,3,7,10,3
173,"Baseline Condition",7,2,1,50,4
174,"Memory Condition",4,1,6,19,7
174,"Memory Condition",4,8,5,21,6
174,"Memory Condition",4,3,10,54,2
174,"Memory Condition",4,2,0,21,3
174,"Memory Condition",4,7,4,59,6
174,"Memory Condition",4,8,6,21,8
174,"Memory Condition",4,6,9,38,1
174,"Memory Condition",4,4,9,22,1
174,"Memory Condition",4,8,3,27,3
174,"Memory Condition",4,9,9,20,7
175,"Baseline Condition",3,6,9,23,3
175,"Baseline Condition",3,2,5,58,2
175,"Baseline Condition",3,4,5,48,2
175,"Baseline Condition",3,10,9,18,1
175,"Baseline Condition",3,8,8,24,1
175,"Baseline Condition",3,10,3,46,1
175,"Baseline Condition",3,2,0,52,3
175,"Baseline Condition",3,6,6,36,1
175,"Baseline Condition",3,4,10,52,1
175,"Baseline Condition",3,3,4,58,3
177,"Baseline Condition",1,8,10,29,2
177,"Baseline Condition",1,6,10,32,3
177,"Baseline Condition",1,4,3,16,7
177,"Baseline Condition",1,3,6,30,7
177,"Baseline Condition",1,3,1,22,2
177,"Baseline Condition",1,3,10,45,7
177,"Baseline Condition",1,9,7,38,0
177,"Baseline Condition",1,9,1,24,7
177,"Baseline Condition",1,5,4,10,8
177,"Baseline Condition",1,5,8,24,7
181,"Baseline Condition",0,9,6,60,0
181,"Baseline Condition",0,3,2,53,2
181,"Baseline Condition",0,0,5,26,3
181,"Baseline Condition",0,2,1,23,7
181,"Baseline Condition",0,2,9,54,1
181,"Baseline Condition",0,10,10,74,6
181,"Baseline Condition",0,0,7,34,4
181,"Baseline Condition",0,8,5,56,4
181,"Baseline Condition",0,5,0,38,6
181,"Baseline Condition",0,9,1,20,4
182,"Memory Condition",19,6,7,64,6
182,"Memory Condition",19,0,9,21,6
182,"Memory Condition",19,4,3,42,6
182,"Memory Condition",19,5,7,65,6
182,"Memory Condition",19,1,3,19,7
182,"Memory Condition",19,7,7,41,7
182,"Memory Condition",19,3,5,51,3
182,"Memory Condition",19,5,9,30,6
182,"Memory Condition",19,4,1,25,8
182,"Memory Condition",19,10,7,21,9
184,"Memory Condition",12,3,6,85,7
184,"Memory Condition",12,1,0,66,7
184,"Memory Condition",12,8,3,72,2
184,"Memory Condition",12,8,7,62,9
184,"Memory Condition",12,0,4,57,8
184,"Memory Condition",12,6,10,58,7
184,"Memory Condition",12,9,8,66,7
184,"Memory Condition",12,7,4,65,7
184,"Memory Condition",12,10,0,60,7
184,"Memory Condition",12,3,10,65,7
185,"Baseline Condition",17,4,5,50,6
185,"Baseline Condition",17,3,4,55,6
185,"Baseline Condition",17,3,2,35,5
185,"Baseline Condition",17,4,9,52,6
185,"Baseline Condition",17,10,7,14,4
185,"Baseline Condition",17,10,0,42,4
185,"Baseline Condition",17,0,8,58,6
185,"Baseline Condition",17,7,8,66,3
185,"Baseline Condition",17,2,0,62,2
185,"Baseline Condition",17,10,1,31,6
190,"Memory Condition",18,7,2,38,5
190,"Memory Condition",18,10,0,31,3
190,"Memory Condition",18,7,10,50,6
190,"Memory Condition",18,4,4,20,7
190,"Memory Condition",18,3,4,35,7
190,"Memory Condition",18,7,1,35,6
190,"Memory Condition",18,2,9,20,7
190,"Memory Condition",18,10,9,15,7
190,"Memory Condition",18,6,1,30,6
190,"Memory Condition",18,1,3,40,7
191,"Baseline Condition",5,1,6,20,8
191,"Baseline Condition",5,1,2,35,3
191,"Baseline Condition",5,10,5,30,3
191,"Baseline Condition",5,10,3,31,3
191,"Baseline Condition",5,1,3,33,3
191,"Baseline Condition",5,7,2,72,8
191,"Baseline Condition",5,0,9,19,7
191,"Baseline Condition",5,8,2,63,8
191,"Baseline Condition",5,5,10,29,3
191,"Baseline Condition",5,10,6,28,3
192,"Memory Condition",2,6,6,71,9
192,"Memory Condition",2,7,7,20,9
192,"Memory Condition",2,8,9,62,7
192,"Memory Condition",2,10,0,18,4
192,"Memory Condition",2,8,5,76,8
192,"Memory Condition",2,9,5,68,8
192,"Memory Condition",2,6,7,26,7
192,"Memory Condition",2,8,7,70,7
192,"Memory Condition",2,0,3,13,8
192,"Memory Condition",2,4,8,72,2
193,"Baseline Condition",3,10,5,51,5
193,"Baseline Condition",3,7,2,43,6
193,"Baseline Condition",3,6,2,41,6
193,"Baseline Condition",3,4,0,36,6
193,"Baseline Condition",3,9,8,17,3
193,"Baseline Condition",3,7,4,36,6
193,"Baseline Condition",3,6,1,43,6
193,"Baseline Condition",3,6,7,55,4
193,"Baseline Condition",3,1,2,62,4
193,"Baseline Condition",3,4,5,28,3
194,"Memory Condition",2,9,2,60,8
194,"Memory Condition",2,3,1,78,7
